# Hidden,300 Epoch Acc,Testing Acc
62,97.80801,95.71508
66,97.73242,95.937675
70,97.8836,95.88203
74,98.185936,95.88203
78,98.03477,95.993324
82,98.26153,96.104614
86,98.185936,96.27156
90,97.95918,96.048965
94,98.26153,96.27156
98,98.26153,95.937675
102,98.185936,96.27156
106,97.95918,96.16027
110,98.03477,95.937675
114,97.73242,96.048965
118,98.185936,95.993324
122,97.73242,96.048965
126,98.26153,96.16027
130,98.26153,96.048965
134,98.33711,96.104614
138,98.26153,96.32721
